name,orgnr,email,website,city,gatuadress,postadress,postnummer,postort,full_address,lat,lon,sate_clean,registrerad_datum,registrerad_datum_sort,registrerad_ar,arbetsgivare,f_skatt,moms,fordon_antal,har_fordon,sni,sni_text_clean,sni_antal,bolagsform,status,SNI1,SNI1_text,SNI2,SNI2_text,SNI3,SNI3_text,SNI4,SNI4_text,SNI5,SNI5_text,status_clean,registrerad_datum_clean,sni_kod_clean
Belew Kelew Idrottsförening,8025539068,ambasajer9@hotmail.com,,Jönköping,Kärrhöksgatan 82,556 12 Jönköping,55612,Jönköping,"Kärrhöksgatan 82, 55612, Jönköping, Sweden",57.7366469,14.1497216,"Jönköping, Jönköpings län",2025-10-31,2025-10-31,2025.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2025-10-31,93120
BEMUF,8460062220,kontakt@bemuf.org,,Jönköping,Solåsvägen 7 A Nr 103,553 03 Jönköping,55303,Jönköping,"Solåsvägen 7 A Nr 103, 55303, Jönköping, Sweden",57.7616953,14.176891,"Malmö, Skåne län",1997-07-30,1997-07-30,1997.0,Ja,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1997-07-30,94910
BIMA,8025524433,shadi_babil@hotmail.com,,Jönköping,Skillnadsgränd 8 lgh 1001,553 22 Jönköping,55322,Jönköping,"Skillnadsgränd 8 lgh 1001, 55322, Jönköping, Sweden",57.7802648,14.1801063,"Jönköping, Jönköpings län",2025-06-27,2025-06-27,2025.0,Nej,Nej,Nej,0,Nej,90200,Scenkonst,1,Ideell förening,Aktiv,90200,Scenkonst,,,,,,,,,Aktiv,2025-06-27,90200
Birkagårdens Folkets Hus,8025177828,info@birkagardenfolketshus.se,www.birkagardenfolketshus.se,Jönköping,Birkagatan 12 B,554 65 Jönköping,55465,Jönköping,"Birkagatan 12 B, 55465, Jönköping, Sweden",57.7864682,14.244286,"Jönköping, Jönköpings län",2018-07-05,2018-07-05,2018.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2018-07-05,94990
BK Rondinella,8024938451,martin.rogo@hotmail.com,,Jönköping,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Boro Vetlanda Hockey Club,8275004961,kansli@borovhc,,Landsbro,Borohallen,570 12 Landsbro,57012,Landsbro,"Borohallen, 57012, Landsbro, Sweden",57.3724402,14.8907399,"Vetlanda, Jönköpings län",1978-01-01,1978-01-01,1978.0,Ja,Nej,Nej,1,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1978-01-01,93120
Bosniakiska Islamiska Församlingen Jönköping,8260017747,bizjonkoping@hotmail.com,,Jönköping,Mellangatan 40,554 51 Jönköping,55451,Jönköping,"Mellangatan 40, 55451, Jönköping, Sweden",57.6512249,14.6853221,"Jönköping, Jönköpings län",1995-04-30,1995-04-30,1995.0,Ja,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1995-04-30,94910
Bosniska föreningen Bijeljina-Janja i Jönköping,8024930755,nadina92@yahoo.se,,,Sveavägen 47,554 47 Jönköping,55447,Jönköping,"Sveavägen 47, 55447, Jönköping, Sweden",57.7956713,14.1240605,"Jönköping, Jönköpings län",2015-02-05,2015-02-05,2015.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2015-02-05,94990
Bosnisk-Hercegovinska förening Jönköping,8260015782,bhjkpg@outlook.com,,Jönköping,Österängsvägen 2 A,554 63 Jönköping,55463,Jönköping,"Österängsvägen 2 A, 55463, Jönköping, Sweden",57.7823875,14.2336626,"Jönköping, Jönköpings län",2014-11-05,2014-11-05,2014.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2014-11-05,94990
Botaniska Sällskapet i Jönköping,8260016863,lenper51@gmail.com,www.botaniska-jonkoping.se,Jönköping,Ängsrogatan 3 B lgh 1001,554 39 Jönköping,55439,Jönköping,"Ängsrogatan 3 B lgh 1001, 55439, Jönköping, Sweden",57.7825634,14.165719,"Jönköping, Jönköpings län",1993-01-22,1993-01-22,1993.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1993-01-22,94990
Bottnaryd MX Klubb,8025185698,mikaellivh@gmail.com,,Jönköping,Box 94,562 22 Norrahammar,56222,Norrahammar,"Box 94, 56222, Norrahammar, Sweden",57.7025277,14.1189881,"Jönköping, Jönköpings län",2018-09-06,2018-09-06,2018.0,Nej,Nej,Nej,1,Ja,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2018-09-06,94990
Bottnaryd-Ryd SAU,8025463343,magnus_corneskog@hotmail.com,,Bottnaryd,Operaliden 20,565 97 Bottnaryd,56597,Bottnaryd,"Operaliden 20, 56597, Bottnaryd, Sweden",57.7695139,13.8261337,"Jönköping, Jönköpings län",2024-02-16,2024-02-16,2024.0,Nej,Nej,Nej,1,Ja,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,2024-02-16,94910
Bottnaryds Byalag,8024364245,par.blomqvist@bahnhof.se,,Bottnaryd,Klockarevägen 5,565 76 Bottnaryd,56576,Bottnaryd,"Klockarevägen 5, 56576, Bottnaryd, Sweden",57.7752592,13.8272212,"Jönköping, Jönköpings län",2007-04-28,2007-04-28,2007.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2007-04-28,94990
Bottnaryds Hembygdsförening,8025164610,anna.gillek@gmail.com,www.hembygd.se/bottnaryd,Bottnaryd,Lönsås 1,565 96 Bottnaryd,56596,Bottnaryd,"Lönsås 1, 56596, Bottnaryd, Sweden",57.8224533,13.850106,"Jönköping, Jönköpings län",2018-05-10,2018-05-10,2018.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2018-05-10,94990
Bottnaryds IF,8260000321,styrelsen@bottnarydsif.se,,Bottnaryd,Idrottsvägen,565 76 Bottnaryd,56576,Bottnaryd,"Idrottsvägen, 56576, Bottnaryd, Sweden",57.7756983,13.8297456,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Nej,Nej,Nej,3,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1971-01-01,93120
Bottnaryds Ungdomsklubb,8024643374,bottentertain@hotmail.com,,Jönköping,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Bowlingklubben Arena King Pins,8024324330,info@bowlingcity.se,,Jönköping,Mässvägen 1 Racketcentrum,554 54 Jönköping,55454,Jönköping,"Mässvägen 1 Racketcentrum, 55454, Jönköping, Sweden",57.7865813,14.2204113,"Jönköping, Jönköpings län",2006-06-08,2006-06-08,2006.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2006-06-08,94990
Bowlingklubben Flinta,8260022176,,,Jönköping,Gjuterigatan 28,553 19 Jönköping,55319,Jönköping,"Gjuterigatan 28, 55319, Jönköping, Sweden",57.7817642,14.1494509,"Jönköping, Jönköpings län",2002-03-04,2002-03-04,2002.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2002-03-04,93120
Bowlingklubben Polarna,8260012219,,,Bankeryd,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Boxningsklubben Ringen,8260015543,sander_lauritsen@hotmail.com,,Jönköping,Lagermansgatan 4,553 19 Jönköping,55319,Jönköping,"Lagermansgatan 4, 55319, Jönköping, Sweden",57.7816766,14.1544663,"Jönköping, Jönköpings län",1991-12-03,1991-12-03,1991.0,Ja,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1991-12-03,93120
Brahe Basket,8260009272,kansli@brahebasket.se,www.brahebasket.se,Huskvarna,Alfred Dalinvägen 8,561 31 Huskvarna,56131,Huskvarna,"Alfred Dalinvägen 8, 56131, Huskvarna, Sweden",57.7885142,14.2740051,"Jönköping, Jönköpings län",1985-10-30,1985-10-30,1985.0,Ja,Ja,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,2,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,73111,Reklambyråverksamhet,,,,,,,Aktiv,1985-10-30,93120
Bris Väst,8020133420,bris.vast@bris.se,,Göteborg,Sankt Eriksgatan 113,113 43 Stockholm,11343,Stockholm,"Sankt Eriksgatan 113, 11343, Stockholm, Sweden",59.3463126,18.0397151,"Stockholm, Stockholms län",1987-11-12,1987-11-12,1987.0,Ja,Ja,Ja,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1987-11-12,94990
Brottsofferjouren i Jönköping,8260019545,info@jonkoping.boj.se,,Jönköping,Huskvarnavägen 40,554 54 Jönköping,55454,Jönköping,"Huskvarnavägen 40, 55454, Jönköping, Sweden",57.7849793,14.2278214,"Jönköping, Jönköpings län",1998-06-25,1998-06-25,1998.0,Ja,Nej,Nej,0,Nej,88993,Övriga öppna sociala insatser för vuxna,1,Ideell förening,Aktiv,88993,Övriga öppna sociala insatser för vuxna,,,,,,,,,Aktiv,1998-06-25,88993
Bräcke Diakoni,8572003104,klara.johannesson@rjl.se,,Jönköping,Box 21062,418 04 Göteborg,41804,Göteborg,"Box 21062, 41804, Göteborg, Sweden",57.7072326,11.9670171,"Göteborg, Västra Götalands län",1971-01-01,1971-01-01,1971.0,Ja,Ja,Ja,20,Ja,87991,Heldygnsvård med boende för barn och ungdomar med sociala problem,5,Fond eller stiftelse,Aktiv,87991,Heldygnsvård med boende för barn och ungdomar med sociala problem,86211,Primärvårdsmottagningar med läkare m.m.,87301,Vård och omsorg i särskilda boendeformer för äldre personer,88101,Öppna sociala insatser för äldre personer,86950,Fysioterapeutisk verksamhet,Aktiv,1971-01-01,87991
Byens Skole,33351313,ae@byensskole.dk,,Tynset,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Bäckadalsgymnasiets skol IF,8024299029,jasmina.tomasevic@jonkoping.se,,Jönköping,Box 3132,550 03 Jönköping,55003,Jönköping,"Box 3132, 55003, Jönköping, Sweden",57.7825634,14.165719,"Jönköping, Jönköpings län",2005-12-08,2005-12-08,2005.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2005-12-08,93120
Champion Jönköping Taekwondoklubb,8025339766,besmellahnazari16.17@gmail.com,,Huskvarna,Hagstensgatan 12 C lgh 1103,561 36 Huskvarna,56136,Huskvarna,"Hagstensgatan 12 C lgh 1103, 56136, Huskvarna, Sweden",57.7918701,14.2739261,"Jönköping, Jönköpings län",2021-01-15,2021-01-15,2021.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2021-01-15,93120
CISV/Children International Summer Village,8260021939,annica.bjorklund@cisv.se;,www.cisv.se/jonkoping,Huskvarna,Hillinge 36,561 91 Huskvarna,56191,Huskvarna,"Hillinge 36, 56191, Huskvarna, Sweden",57.7918701,14.2739261,"Jönköping, Jönköpings län",2002-02-11,2002-02-11,2002.0,Nej,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,2002-02-11,94910
Club dè Boule Gränna,8260017978,,,Gränna,Jönköpingsvägen 28,563 32 Gränna,56332,Gränna,"Jönköpingsvägen 28, 56332, Gränna, Sweden",58.0153132,14.4594706,"Jönköping, Jönköpings län",1995-09-17,1995-09-17,1995.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1995-09-17,93120
Club Istanboule,8260019271,clubistanboule@gmail.com,,Jönköping,Barrsätragatan 22,556 26 Jönköping,55626,Jönköping,"Barrsätragatan 22, 55626, Jönköping, Sweden",57.7339059,14.1244566,"Jönköping, Jönköpings län",1998-02-12,1998-02-12,1998.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1998-02-12,93120
Cykelklubben Revanche,8260000446,ckrevanche@telia.com,,Jönköping,Huskvarnavägen 58,554 54 Jönköping,55454,Jönköping,"Huskvarnavägen 58, 55454, Jönköping, Sweden",57.7849793,14.2278214,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1971-01-01,93120
Cykelköket Jönköping,8024923354,cykelkoketjkpg@gmail.com,www.cykelkoketjonkoping.se,Jönköping,Stenhuggargatan 28,553 23 Jönköping,55323,Jönköping,"Stenhuggargatan 28, 55323, Jönköping, Sweden",57.7775647,14.1816278,"Jönköping, Jönköpings län",2014-12-27,2014-12-27,2014.0,Ja,Nej,Nej,0,Nej,95290,Reparation och underhåll av övriga hushållsartiklar och varor för personligt bruk,1,Ideell förening,Aktiv,95290,Reparation och underhåll av övriga hushållsartiklar och varor för personligt bruk,,,,,,,,,Aktiv,2014-12-27,95290
Dackekatten,8260016897,ordforande@dackekatten.se,,Hjälteby,Drottninggatan 9 A lgh 1102,553 32 Jönköping,55332,Jönköping,"Drottninggatan 9 A lgh 1102, 55332, Jönköping, Sweden",57.7767608,14.1563116,"Jönköping, Jönköpings län",1993-11-19,1993-11-19,1993.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1993-11-19,94990
Dag Hammarskjöldstiftelsen,8260012052,,,Jönköping,Johan Höckerts väg 11,554 48 Jönköping,55448,Jönköping,"Johan Höckerts väg 11, 55448, Jönköping, Sweden",57.8015743,14.1417719,"Jönköping, Jönköpings län",1985-04-09,1985-04-09,1985.0,Nej,Nej,Nej,0,Nej,64994,"Förvaltning av och handel med värdepapper, för en begränsad och sluten krets av ägare",1,Fond eller stiftelse,Aktiv,64994,"Förvaltning av och handel med värdepapper, för en begränsad och sluten krets av ägare",,,,,,,,,Aktiv,1985-04-09,64994
Dalviks Kyrkliga Syförening,8260021350,,,Jönköping,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Dance Friends Förening,8025419550,info@dancefriends.se,,Huskvarna,Idrottsgatan 9 B,561 43 Huskvarna,56143,Huskvarna,"Idrottsgatan 9 B, 56143, Huskvarna, Sweden",57.7837026,14.2757033,"Jönköping, Jönköpings län",2023-01-05,2023-01-05,2023.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2023-01-05,93120
Den helige anden,8024953047,,,Huskvarna,Södra Parkg 17,561 42 Huskvarna,56142,Huskvarna,"Södra Parkg 17, 56142, Huskvarna, Sweden",57.7802986,14.2871437,"Jönköping, Jönköpings län",2015-05-21,2015-05-21,2015.0,Nej,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,2015-05-21,94910
DHB Västra Sverige,8625006831,info@dhbvastra.se,www.dhb.se/vastra,VÄNERSBORG,Storgatan 7,462 36 Vänersborg,46236,Vänersborg,"Storgatan 7, 46236, Vänersborg, Sweden",58.3719842,12.3271933,"Göteborg, Västra Götalands län",1983-01-08,1983-01-08,1983.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1983-01-08,94990
DHR:s Jönköpingsavdelningen,8260007540,dhrjonkoping@hotmail.com,,Jönköping,Apoteksgränd 3 A,575 31 Eksjö,57531,Eksjö,"Apoteksgränd 3 A, 57531, Eksjö, Sweden",57.6653251,14.9746076,"Jönköping, Jönköpings län",1975-01-01,1975-01-01,1975.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1975-01-01,94990
Diabetesföreningen i Jönköping,8260018067,diabetesjonkoping@gmail.com,,Jönköping,Barnarpsgatan 19,553 16 Jönköping,55316,Jönköping,"Barnarpsgatan 19, 55316, Jönköping, Sweden",57.7825418,14.1631738,"Jönköping, Jönköpings län",1996-01-08,1996-01-08,1996.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1996-01-08,94990
Domsands Båtsällskap,8260011930,kansli@domsand.org,,Habo,Domsandsliden 14,566 35 Habo,56635,Habo,"Domsandsliden 14, 56635, Habo, Sweden",57.8785547,14.1103982,"Jönköping, Jönköpings län",1984-12-09,1984-12-09,1984.0,Ja,Nej,Nej,6,Ja,93199,Annan sportverksamhet,1,Ideell förening,Aktiv,93199,Annan sportverksamhet,,,,,,,,,Aktiv,1984-12-09,93199
Driva Dans,8025122287,stina.margareta.nilsson@gmail.com,,Jönköping,Storgatan 45 lgh 1101,573 32 Tranås,57332,Tranås,"Storgatan 45 lgh 1101, 57332, Tranås, Sweden",58.0379154,14.9788276,"Tranås, Jönköpings län",2017-11-02,2017-11-02,2017.0,Nej,Nej,Nej,0,Nej,90200,Scenkonst,1,Ideell förening,Aktiv,90200,Scenkonst,,,,,,,,,Aktiv,2017-11-02,90200
Druidz E-sport Sweden,8024530274,shades@druidz.se,www.druidz.se,huskvarna,Smedbygatan 3 C,561 41 Huskvarna,56141,Huskvarna,"Smedbygatan 3 C, 56141, Huskvarna, Sweden",57.7845066,14.2809793,"Jönköping, Jönköpings län",2010-06-10,2010-06-10,2010.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2010-06-10,94990
Dunebug Ideell Förening,8025124648,info@dunebug.se,http://dunebug.se/,Jönköping,Bäckalyckevägen 13 B,553 13 Jönköping,55313,Jönköping,"Bäckalyckevägen 13 B, 55313, Jönköping, Sweden",57.7819434,14.1470208,"Jönköping, Jönköpings län",2017-11-09,2017-11-09,2017.0,Nej,Ja,Ja,0,Nej,90200,Scenkonst,2,Ideell förening,Aktiv,90200,Scenkonst,90390,Annan stödverksamhet avseende konstnärligt skapande och scenkonst,,,,,,,Aktiv,2017-11-09,90200
East African Relief Organisation,8024956727,ahmed.abadir.hassan@gmail.com,,Huskvarna,Brunnsgatan 7 A,561 41 Huskvarna,56141,Huskvarna,"Brunnsgatan 7 A, 56141, Huskvarna, Sweden",57.7841959,14.2833117,"Jönköping, Jönköpings län",2015-06-11,2015-06-11,2015.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2015-06-11,94990
EFK Ung i Korskyrkans Församling,8260005155,mats.galmen@korskyrkan.nu,,Jönköping,Östra Storgatan 93,554 52 Jönköping,55452,Jönköping,"Östra Storgatan 93, 55452, Jönköping, Sweden",57.7813868,14.1918062,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Ja,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1971-01-01,94910
Egnahems Bollklubb,8260007565,kansli@egnahemsbk.se,,Huskvarna,Runnåkra Ip,561 35 Huskvarna,56135,Huskvarna,"Runnåkra Ip, 56135, Huskvarna, Sweden",57.7918701,14.2739261,"Jönköping, Jönköpings län",1975-01-01,1975-01-01,1975.0,Ja,Nej,Nej,1,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1975-01-01,93120
Ekhagens IF,8260011963,kansli@ekhagensif.se,www.ekhagensif.se,Jönköping,Ekhagsringen 51,554 56 Jönköping,55456,Jönköping,"Ekhagsringen 51, 55456, Jönköping, Sweden",57.7767788,14.2330028,"Jönköping, Jönköpings län",1985-01-29,1985-01-29,1985.0,Ja,Nej,Nej,2,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1985-01-29,93120
Epilepsiföreningen i Jönköpings län,8260014488,info@epilepsijkpg.se,,Jönköping,Bygelvägen 7,335 32 Gnosjö,33532,Gnosjö,"Bygelvägen 7, 33532, Gnosjö, Sweden",57.3669695,13.7561303,"Jönköping, Jönköpings län",1990-08-13,1990-08-13,1990.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1990-08-13,94990
Equmenia Andreasförsamlingen Fjällstugan,8260002145,andreasforsamlingen@fjallstugan.se,,Jönköping,Sommarhemsgatan 7,554 47 Jönköping,55447,Jönköping,"Sommarhemsgatan 7, 55447, Jönköping, Sweden",57.7945779,14.1353882,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Ja,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1971-01-01,94910
Equmenia Hovslätt,8260003499,equmenia.ordforande@equmeniakyrkanhovslatt.se,equmeniakyrkanhovslatt.se,Jönköping,Norra Hökhultvägen 25,556 26 Jönköping,55626,Jönköping,"Norra Hökhultvägen 25, 55626, Jönköping, Sweden",57.7825634,14.165719,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Nej,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1971-01-01,94910
Equmenia i Ansgariikyrkan,8260022127,catharina.mars@gmail.com,,Jönköping,Liared Hylsåsen 101,523 91 Ulricehamn,52391,Ulricehamn,"Liared Hylsåsen 101, 52391, Ulricehamn, Sweden",57.8066792,13.6680151,"Jönköping, Jönköpings län",2002-02-25,2002-02-25,2002.0,Nej,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,2002-02-25,94910
Equmenia i Huskvarna,8260015097,kassoren@equmeniakyrkanhuskvarna.se,equmeniakyrkanhuskvarna.se,Huskvarna,Vintergatan 9,561 30 Huskvarna,56130,Huskvarna,"Vintergatan 9, 56130, Huskvarna, Sweden",57.7928689,14.2759057,"Jönköping, Jönköpings län",1991-05-28,1991-05-28,1991.0,Nej,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1991-05-28,94910
